id,year,team1,score1,score2,team2,Play Off Game?,Home Odds,Draw Odds,Away Odds,Bookmakers Surveyed,Date,Kick-off (local)
256,2014,Newcastle Jets,1,1,Central Coast Mariners,N,2.24,3.24,3.16,17,30-Nov-14,17:00
257,2014,Wellington Phoenix,5,1,Melbourne City,N,2.21,3.41,3.1,17,30-Nov-14,15:00
258,2014,Western Sydney,1,1,Sydney FC,N,2.38,3.25,2.93,17,29-Nov-14,19:30
259,2014,Brisbane Roar,1,1,Perth Glory,N,2.2,3.36,3.14,17,29-Nov-14,17:00
260,2014,Melbourne Victory,3,2,Adelaide Utd,N,2.2,3.35,3.13,17,28-Nov-14,19:40
261,2014,Central Coast Mariners,0,2,Adelaide Utd,N,3.22,3.33,2.17,16,23-Nov-14,17:00
262,2014,Melbourne City,1,2,Sydney FC,N,2.18,3.35,3.19,16,22-Nov-14,19:30
263,2014,Western Sydney,1,1,Newcastle Jets,N,1.73,3.6,4.67,16,22-Nov-14,17:00
264,2014,Perth Glory,2,1,Wellington Phoenix,N,1.68,3.74,4.78,16,21-Nov-14,18:45
265,2014,Melbourne Victory,1,0,Brisbane Roar,N,1.96,3.52,3.59,16,21-Nov-14,19:40
266,2014,Western Sydney,0,0,Central Coast Mariners,N,1.74,3.53,4.72,16,19-Nov-14,19:30
267,2014,Melbourne City,2,2,Central Coast Mariners,N,1.81,3.5,4.28,16,16-Nov-14,17:00
268,2014,Perth Glory,2,1,Western Sydney,N,1.86,3.56,3.97,16,15-Nov-14,18:45
269,2014,Sydney FC,0,0,Melbourne Victory,N,2.25,3.37,3.04,16,15-Nov-14,19:30
270,2014,Adelaide Utd,2,1,Wellington Phoenix,N,1.52,4.06,6.05,16,15-Nov-14,16:30
271,2014,Newcastle Jets,0,4,Brisbane Roar,N,2.37,3.3,2.89,16,14-Nov-14,19:40
272,2014,Central Coast Mariners,0,1,Perth Glory,N,2.28,3.23,3.1,16,09-Nov-14,17:00
273,2014,Brisbane Roar,1,3,Melbourne City,N,1.98,3.46,3.67,16,08-Nov-14,18:30
274,2014,Newcastle Jets,2,2,Melbourne Victory,N,3.13,3.43,2.18,16,08-Nov-14,17:00
275,2014,Adelaide Utd,0,0,Sydney FC,N,1.99,3.48,3.58,16,07-Nov-14,19:15
276,2014,Wellington Phoenix,1,0,Western Sydney,N,2.25,3.33,3.09,16,07-Nov-14,19:30
277,2014,Melbourne Victory,2,0,Wellington Phoenix,N,1.98,3.58,3.52,16,03-Nov-14,19:30
278,2014,Sydney FC,2,0,Central Coast Mariners,N,1.83,3.53,4.15,16,02-Nov-14,17:00
279,2014,Perth Glory,2,1,Newcastle Jets,N,1.86,3.43,4.16,16,01-Nov-14,16:30
280,2014,Melbourne City,1,2,Adelaide Utd,N,2.38,3.38,2.83,16,31-Oct-14,19:40
281,2014,Adelaide Utd,2,0,Perth Glory,N,1.89,3.46,3.99,16,26-Oct-14,16:30
282,2014,Wellington Phoenix,4,1,Newcastle Jets,N,2.04,3.38,3.53,16,26-Oct-14,17:00
283,2014,Melbourne Victory,5,2,Melbourne City,N,2.13,3.42,3.25,16,25-Oct-14,19:45
284,2014,Brisbane Roar,0,2,Sydney FC,N,1.91,3.56,3.74,16,24-Oct-14,19:00
285,2014,Perth Glory,3,2,Brisbane Roar,N,2.6,3.19,2.69,16,19-Oct-14,14:00
286,2014,Melbourne City,1,1,Newcastle Jets,N,1.7,3.69,4.78,16,19-Oct-14,15:00
287,2014,Sydney FC,3,2,Western Sydney,N,2.7,3.25,2.56,16,18-Oct-14,19:30
288,2014,Central Coast Mariners,1,2,Wellington Phoenix,N,1.8,3.54,4.34,16,18-Oct-14,17:00
289,2014,Adelaide Utd,1,1,Melbourne Victory,N,2.35,3.41,2.85,16,17-Oct-14,19:10
290,2014,Brisbane Roar,1,2,Adelaide Utd,N,1.82,3.59,4.18,16,12-Oct-14,17:00
291,2014,Wellington Phoenix,1,2,Perth Glory,N,2.31,3.31,2.98,16,12-Oct-14,15:00
292,2014,Sydney FC,1,1,Melbourne City,N,2.46,3.32,2.76,16,11-Oct-14,19:30
293,2014,Central Coast Mariners,1,0,Newcastle Jets,N,1.87,3.45,4.07,16,11-Oct-14,17:00
294,2014,Melbourne Victory,4,1,Western Sydney,N,2.28,3.3,3.04,16,10-Oct-14,19:40
295,2014,Brisbane Roar,1,1,Western Sydney,Y,2.24,3.23,3.18,15,03-May-14,16:00
296,2014,Brisbane Roar,1,0,Melbourne Victory,Y,1.55,4.01,5.64,15,27-Apr-14,17:00
297,2014,Western Sydney,2,0,Central Coast Mariners,Y,1.68,3.56,5.17,15,26-Apr-14,18:30
298,2014,Central Coast Mariners,1,0,Adelaide Utd,Y,2.41,3.25,2.86,15,19-Apr-14,19:30
299,2014,Melbourne Victory,2,1,Sydney FC,Y,1.86,3.62,3.88,15,18-Apr-14,16:30
300,2014,Sydney FC,2,1,Perth Glory,N,1.69,3.71,4.72,15,13-Apr-14,17:00
301,2014,Brisbane Roar,0,2,Central Coast Mariners,N,1.62,3.86,5.16,15,12-Apr-14,19:30
302,2014,Melbourne City,2,3,Western Sydney,N,2.96,3.45,2.25,15,12-Apr-14,17:30
303,2014,Wellington Phoenix,1,4,Melbourne Victory,N,2.63,3.45,2.49,15,12-Apr-14,17:30
304,2014,Newcastle Jets,2,0,Adelaide Utd,N,2.54,3.42,2.6,15,11-Apr-14,19:30
305,2014,Sydney FC,4,1,Wellington Phoenix,N,1.86,3.59,3.87,15,06-Apr-14,17:00
306,2014,Perth Glory,3,1,Central Coast Mariners,N,2.82,3.24,2.45,15,05-Apr-14,18:30
307,2014,Western Sydney,1,1,Brisbane Roar,N,2.09,3.33,3.39,15,05-Apr-14,19:30
308,2014,Newcastle Jets,2,2,Melbourne Victory,N,2.1,3.51,3.25,15,05-Apr-14,17:30
309,2014,Adelaide Utd,2,2,Melbourne City,N,1.74,3.68,4.47,15,04-Apr-14,19:00
310,2014,Perth Glory,2,1,Newcastle Jets,N,3.07,3.32,2.25,14,30-Mar-14,16:00
311,2014,Wellington Phoenix,0,1,Adelaide Utd,N,2.13,3.41,3.23,14,30-Mar-14,15:00
312,2014,Melbourne Victory,1,1,Sydney FC,N,1.84,3.64,3.96,14,29-Mar-14,19:30
313,2014,Central Coast Mariners,2,1,Western Sydney,N,2.94,3.25,2.37,14,29-Mar-14,17:30
314,2014,Brisbane Roar,2,1,Melbourne City,N,1.7,3.73,4.71,14,28-Mar-14,19:00
315,2014,Western Sydney,3,0,Perth Glory,N,1.37,4.53,8.43,14,23-Mar-14,17:00
316,2014,Melbourne City,1,2,Central Coast Mariners,N,1.73,3.63,4.55,14,23-Mar-14,15:00
317,2014,Brisbane Roar,1,0,Melbourne Victory,N,1.58,3.96,5.38,14,22-Mar-14,18:30
318,2014,Newcastle Jets,5,0,Wellington Phoenix,N,1.89,3.56,3.84,14,22-Mar-14,17:30
319,2014,Adelaide Utd,3,1,Sydney FC,N,1.71,3.76,4.57,14,21-Mar-14,19:00
320,2014,Melbourne City,2,2,Wellington Phoenix,N,1.74,3.72,4.42,14,16-Mar-14,17:00
321,2014,Perth Glory,1,2,Melbourne Victory,N,2.48,3.3,2.74,14,15-Mar-14,18:30
322,2014,Central Coast Mariners,3,1,Newcastle Jets,N,2.35,3.22,2.99,14,15-Mar-14,19:30
323,2014,Western Sydney,0,0,Adelaide Utd,N,1.83,3.52,4.17,14,15-Mar-14,17:30
324,2014,Sydney FC,1,1,Brisbane Roar,N,3.59,3.51,1.97,14,14-Mar-14,19:30
325,2014,Brisbane Roar,2,1,Adelaide Utd,N,1.78,3.59,4.37,14,09-Mar-14,16:00
326,2014,Wellington Phoenix,1,1,Perth Glory,N,1.68,3.7,4.81,14,09-Mar-14,17:00
327,2014,Sydney FC,3,1,Western Sydney,N,3.39,3.33,2.1,14,08-Mar-14,19:30
328,2014,Newcastle Jets,1,0,Melbourne City,N,2.56,3.27,2.67,14,08-Mar-14,17:30
329,2014,Melbourne Victory,3,1,Central Coast Mariners,N,2.14,3.37,3.25,14,07-Mar-14,19:30
330,2014,Western Sydney,0,2,Newcastle Jets,N,1.61,3.74,5.38,14,02-Mar-14,17:00
331,2014,Melbourne City,4,0,Melbourne Victory,N,2.23,3.45,2.98,14,01-Mar-14,19:30
332,2014,Central Coast Mariners,2,1,Sydney FC,N,2.33,3.28,2.95,14,01-Mar-14,17:30
333,2014,Brisbane Roar,3,1,Perth Glory,N,1.3,4.96,10,14,28-Feb-14,19:00
334,2014,Adelaide Utd,5,1,Wellington Phoenix,N,2.02,3.4,3.53,14,27-Feb-14,19:00
335,2014,Melbourne City,1,0,Brisbane Roar,N,3.19,3.43,2.15,13,23-Feb-14,17:00
336,2014,Perth Glory,0,2,Western Sydney,N,2.92,3.11,2.45,13,22-Feb-14,18:30
337,2014,Melbourne Victory,4,3,Adelaide Utd,N,2.07,3.44,3.38,13,22-Feb-14,19:30
338,2014,Newcastle Jets,0,2,Sydney FC,N,1.93,3.47,3.77,13,22-Feb-14,17:30
339,2014,Central Coast Mariners,1,4,Wellington Phoenix,N,2.21,3.28,3.2,13,21-Feb-14,19:30
340,2014,Brisbane Roar,0,1,Newcastle Jets,N,1.41,4.45,7.36,13,16-Feb-14,16:00
341,2014,Wellington Phoenix,0,5,Melbourne City,N,1.73,3.67,4.5,13,16-Feb-14,17:00
342,2014,Sydney FC,2,1,Perth Glory,N,2.08,3.34,3.44,13,15-Feb-14,17:30
343,2014,Adelaide Utd,2,0,Central Coast Mariners,N,2.2,3.34,3.15,13,14-Feb-14,19:00
344,2014,Newcastle Jets,2,3,Wellington Phoenix,N,2.01,3.41,3.58,13,09-Feb-14,17:00
345,2014,Melbourne City,2,1,Perth Glory,N,2.2,3.24,3.28,13,09-Feb-14,17:00
346,2014,Sydney FC,0,3,Adelaide Utd,N,2.23,3.36,3.06,13,08-Feb-14,19:30
347,2014,Central Coast Mariners,1,3,Melbourne Victory,N,1.99,3.38,3.67,13,08-Feb-14,17:30
348,2014,Western Sydney,1,1,Brisbane Roar,N,2.41,3.22,2.89,13,07-Feb-14,19:30
349,2014,Brisbane Roar,2,1,Central Coast Mariners,N,1.73,3.58,4.71,13,02-Feb-14,16:00
350,2014,Newcastle Jets,2,2,Western Sydney,N,3.53,3.31,2.06,13,01-Feb-14,19:30
351,2014,Wellington Phoenix,2,1,Adelaide Utd,N,1.98,3.48,3.59,13,01-Feb-14,19:30
352,2014,Perth Glory,1,1,Melbourne Victory,N,2,3.44,3.56,13,31-Jan-14,18:45
353,2014,Melbourne City,2,1,Sydney FC,N,2.13,3.44,3.24,13,31-Jan-14,19:30
354,2014,Western Sydney,3,1,Perth Glory,N,1.55,3.78,6.08,13,26-Jan-14,19:00
355,2014,Melbourne Victory,0,5,Sydney FC,N,1.79,3.65,4.2,13,26-Jan-14,17:00
356,2014,Central Coast Mariners,3,0,Newcastle Jets,N,2.12,3.24,3.45,13,25-Jan-14,19:30
357,2014,Adelaide Utd,2,2,Melbourne City,N,1.83,3.51,4.12,13,25-Jan-14,17:00
358,2014,Brisbane Roar,2,1,Wellington Phoenix,N,1.57,3.97,5.38,13,24-Jan-14,19:00
359,2014,Adelaide Utd,1,0,Western Sydney,N,2.71,3.29,2.51,14,19-Jan-14,16:30
360,2014,Sydney FC,0,1,Central Coast Mariners,N,2.82,3.25,2.43,14,18-Jan-14,19:30
361,2014,Wellington Phoenix,5,0,Melbourne Victory,N,2.38,3.38,2.86,14,18-Jan-14,19:30
362,2014,Perth Glory,0,0,Brisbane Roar,N,3.75,3.37,1.96,14,17-Jan-14,18:45
363,2014,Melbourne City,3,1,Newcastle Jets,N,2.46,3.25,2.79,14,17-Jan-14,19:30
364,2014,Melbourne Victory,3,1,Western Sydney,N,2.72,3.21,2.54,14,14-Jan-14,19:30
365,2014,Wellington Phoenix,1,1,Central Coast Mariners,N,2.12,3.31,3.33,14,12-Jan-14,19:00
366,2014,Western Sydney,1,0,Sydney FC,N,1.45,4.32,6.59,14,11-Jan-14,19:30
367,2014,Brisbane Roar,1,2,Adelaide Utd,N,1.35,4.81,8,14,11-Jan-14,16:30
368,2014,Perth Glory,3,0,Melbourne City,N,2.06,3.32,3.56,13,10-Jan-14,18:45
369,2014,Newcastle Jets,1,1,Melbourne Victory,N,2.48,3.31,2.72,14,10-Jan-14,19:30
370,2014,Central Coast Mariners,0,0,Melbourne City,N,1.7,3.61,4.89,14,05-Jan-14,17:00
371,2014,Melbourne Victory,0,3,Brisbane Roar,N,2.48,3.31,2.72,14,04-Jan-14,19:30
372,2014,Newcastle Jets,0,1,Perth Glory,N,1.64,3.57,5.45,14,04-Jan-14,17:30
373,2014,Adelaide Utd,2,2,Sydney FC,N,1.79,3.6,4.2,14,03-Jan-14,19:00
374,2014,Western Sydney,1,3,Wellington Phoenix,N,1.39,4.43,7.63,14,01-Jan-14,19:00
375,2013,Central Coast Mariners,2,1,Perth Glory,N,1.56,3.8,5.76,17,31-Dec-13,18:00
376,2013,Adelaide Utd,1,0,Newcastle Jets,N,2.16,3.34,3.17,18,29-Dec-13,16:30
377,2013,Melbourne Victory,1,1,Western Sydney,N,2.34,3.2,3,18,28-Dec-13,19:30
378,2013,Melbourne City,0,1,Wellington Phoenix,N,2.17,3.28,3.24,18,27-Dec-13,19:30
379,2013,Sydney FC,2,5,Brisbane Roar,N,3.27,3.36,2.11,18,26-Dec-13,19:30
380,2013,Western Sydney,2,0,Central Coast Mariners,N,1.7,3.52,4.83,17,23-Dec-13,16:00
381,2013,Perth Glory,0,0,Adelaide Utd,N,2.09,3.31,3.41,18,22-Dec-13,16:00
382,2013,Wellington Phoenix,1,0,Sydney FC,N,1.95,3.52,3.62,18,22-Dec-13,19:00
383,2013,Melbourne City,1,3,Melbourne Victory,N,3.83,3.5,1.89,18,21-Dec-13,19:30
384,2013,Brisbane Roar,0,2,Newcastle Jets,N,1.5,4.02,6.22,18,20-Dec-13,19:00
385,2013,Central Coast Mariners,1,0,Wellington Phoenix,N,1.78,3.5,4.35,17,19-Dec-13,19:30
386,2013,Sydney FC,2,1,Melbourne City,N,1.74,3.62,4.45,19,15-Dec-13,17:00
387,2013,Newcastle Jets,0,1,Western Sydney,N,3.42,3.29,2.09,19,14-Dec-13,19:30
388,2013,Adelaide Utd,4,0,Central Coast Mariners,N,3.05,3.25,2.27,18,14-Dec-13,17:00
389,2013,Wellington Phoenix,1,2,Brisbane Roar,N,3.37,3.37,2.07,19,14-Dec-13,17:30
390,2013,Melbourne Victory,2,0,Perth Glory,N,1.53,4.09,5.62,19,13-Dec-13,19:30
391,2013,Melbourne Victory,1,2,Newcastle Jets,N,1.64,3.79,5.01,19,08-Dec-13,17:00
392,2013,Central Coast Mariners,1,0,Sydney FC,N,1.68,3.67,4.81,18,07-Dec-13,19:30
393,2013,Western Sydney,1,1,Melbourne City,N,1.35,4.62,8.53,19,07-Dec-13,17:30
394,2013,Perth Glory,4,2,Wellington Phoenix,N,2.1,3.25,3.42,19,06-Dec-13,18:45
395,2013,Adelaide Utd,1,2,Brisbane Roar,N,4.4,3.65,1.74,19,06-Dec-13,19:00
396,2013,Melbourne City,3,3,Adelaide Utd,N,2.17,3.28,3.2,19,01-Dec-13,17:00
397,2013,Wellington Phoenix,0,0,Western Sydney,N,3.54,3.34,2.03,19,01-Dec-13,17:00
398,2013,Sydney FC,2,0,Newcastle Jets,N,2.42,3.26,2.83,19,30-Nov-13,19:30
399,2013,Brisbane Roar,1,0,Perth Glory,N,1.39,4.51,7.62,19,30-Nov-13,16:30
400,2013,Central Coast Mariners,0,0,Melbourne Victory,N,1.95,3.43,3.67,18,29-Nov-13,19:30
401,2013,Newcastle Jets,3,1,Melbourne City,N,1.82,3.52,4.13,19,24-Nov-13,17:00
402,2013,Perth Glory,1,2,Central Coast Mariners,N,2.78,3.15,2.52,18,23-Nov-13,18:45
403,2013,Melbourne Victory,3,0,Adelaide Utd,N,1.61,3.88,5.12,19,23-Nov-13,19:45
404,2013,Sydney FC,2,1,Wellington Phoenix,N,1.81,3.55,4.15,19,23-Nov-13,17:30
405,2013,Brisbane Roar,3,1,Western Sydney,N,2.29,3.2,3.06,19,22-Nov-13,19:00
406,2013,Newcastle Jets,2,1,Brisbane Roar,N,3.01,3.23,2.32,19,17-Nov-13,17:00
407,2013,Western Sydney,1,0,Melbourne Victory,N,1.73,3.63,4.52,19,16-Nov-13,19:45
408,2013,Perth Glory,1,1,Adelaide Utd,N,1.73,3.61,4.54,19,16-Nov-13,14:30
409,2013,Melbourne City,0,2,Sydney FC,N,2.22,3.31,3.1,19,15-Nov-13,19:30
410,2013,Central Coast Mariners,0,1,Brisbane Roar,N,2.08,3.35,3.39,18,10-Nov-13,17:00
411,2013,Sydney FC,3,2,Melbourne Victory,N,2.78,3.47,2.37,19,09-Nov-13,19:45
412,2013,Adelaide Utd,1,2,Newcastle Jets,N,2.19,3.41,3.13,19,09-Nov-13,17:00
413,2013,Wellington Phoenix,1,1,Perth Glory,N,2.02,3.31,3.6,19,09-Nov-13,17:00
414,2013,Melbourne City,0,1,Western Sydney,N,4.47,3.44,1.79,19,08-Nov-13,19:30
415,2013,Melbourne Victory,3,2,Wellington Phoenix,N,1.5,4.04,6.25,19,04-Nov-13,19:30
416,2013,Brisbane Roar,3,0,Melbourne City,N,1.49,4.02,6.46,19,03-Nov-13,16:00
417,2013,Newcastle Jets,2,2,Central Coast Mariners,N,3.52,3.31,2.05,18,02-Nov-13,19:30
418,2013,Perth Glory,1,0,Sydney FC,N,1.78,3.6,4.25,19,02-Nov-13,14:30
419,2013,Western Sydney,2,1,Adelaide Utd,N,1.48,4.05,6.57,19,01-Nov-13,19:30
420,2013,Perth Glory,1,0,Melbourne City,N,2.01,3.33,3.62,18,27-Oct-13,14:00
421,2013,Wellington Phoenix,0,0,Newcastle Jets,N,1.74,3.59,4.54,18,27-Oct-13,17:00
422,2013,Sydney FC,0,2,Western Sydney,N,4.97,3.69,1.66,18,26-Oct-13,19:45
423,2013,Central Coast Mariners,1,0,Adelaide Utd,N,1.52,3.99,6.02,17,26-Oct-13,17:30
424,2013,Melbourne Victory,1,0,Brisbane Roar,N,2.65,3.32,2.52,18,25-Oct-13,19:30
425,2013,Western Sydney,1,1,Wellington Phoenix,N,1.37,4.5,8.02,18,20-Oct-13,17:00
426,2013,Newcastle Jets,0,0,Perth Glory,N,2.1,3.27,3.38,18,20-Oct-13,15:00
427,2013,Brisbane Roar,4,0,Sydney FC,N,1.59,3.95,5.21,18,19-Oct-13,19:30
428,2013,Melbourne City,2,2,Central Coast Mariners,N,3.33,3.24,2.13,17,19-Oct-13,17:30
429,2013,Adelaide Utd,2,2,Melbourne Victory,N,2.21,3.35,3.09,18,18-Oct-13,19:00
430,2013,Adelaide Utd,3,1,Perth Glory,N,2.07,3.36,3.39,19,13-Oct-13,16:30
431,2013,Wellington Phoenix,1,2,Brisbane Roar,N,3.62,3.43,1.97,19,13-Oct-13,17:00
432,2013,Melbourne Victory,0,0,Melbourne City,N,1.89,3.43,3.87,19,12-Oct-13,19:45
433,2013,Central Coast Mariners,1,1,Western Sydney,N,2.48,3.16,2.81,19,12-Oct-13,17:30
434,2013,Sydney FC,2,0,Newcastle Jets,N,2.2,3.32,3.13,19,11-Oct-13,19:30
435,2013,Western Sydney,0,2,Central Coast Mariners,Y,2.75,3.14,2.55,16,21-Apr-13,16:00
436,2013,Central Coast Mariners,1,0,Melbourne Victory,Y,1.51,4.2,5.73,16,14-Apr-13,17:00
437,2013,Western Sydney,2,0,Brisbane Roar,Y,1.94,3.39,3.79,16,12-Apr-13,19:30
438,2013,Adelaide Utd,1,2,Brisbane Roar,Y,3.23,3.32,2.17,15,07-Apr-13,16:30
439,2013,Melbourne Victory,1,1,Perth Glory,Y,1.8,3.6,4.19,15,05-Apr-13,19:30
440,2013,Wellington Phoenix,2,3,Melbourne Victory,N,2.34,3.41,2.82,15,31-Mar-13,16:30
441,2013,Perth Glory,1,1,Adelaide Utd,N,1.95,3.39,3.75,15,30-Mar-13,18:45
442,2013,Central Coast Mariners,2,1,Melbourne City,N,1.61,4.03,4.8,15,30-Mar-13,17:30
443,2013,Newcastle Jets,0,3,Western Sydney,N,3.05,3.3,2.26,15,29-Mar-13,17:30
444,2013,Brisbane Roar,3,1,Sydney FC,N,1.64,3.92,4.76,15,28-Mar-13,19:00
445,2013,Adelaide Utd,0,2,Central Coast Mariners,N,3.66,3.46,1.92,15,24-Mar-13,18:30
446,2013,Brisbane Roar,2,0,Melbourne City,N,1.4,4.37,6.95,15,24-Mar-13,16:00
447,2013,Western Sydney,1,1,Sydney FC,N,1.72,3.64,4.42,15,23-Mar-13,19:45
448,2013,Melbourne Victory,2,3,Perth Glory,N,2.05,3.35,3.38,15,23-Mar-13,17:30
449,2013,Perth Glory,1,2,Wellington Phoenix,N,1.52,4.04,5.85,15,17-Mar-13,16:00
450,2013,Central Coast Mariners,1,0,Brisbane Roar,N,1.99,3.38,3.61,15,17-Mar-13,17:00
451,2013,Sydney FC,1,1,Melbourne Victory,N,2.26,3.47,2.9,15,16-Mar-13,19:45
452,2013,Melbourne City,1,3,Western Sydney,N,3.77,3.45,1.92,15,16-Mar-13,17:30
453,2013,Adelaide Utd,1,1,Newcastle Jets,N,1.95,3.46,3.67,15,15-Mar-13,19:00
454,2013,Melbourne City,0,2,Adelaide Utd,N,1.81,3.62,4.1,15,11-Mar-13,19:30
455,2013,Western Sydney,2,1,Wellington Phoenix,N,1.35,4.68,8.29,15,10-Mar-13,17:00
456,2013,Brisbane Roar,1,1,Melbourne Victory,N,1.72,3.8,4.31,15,09-Mar-13,18:45
457,2013,Sydney FC,2,0,Central Coast Mariners,N,4.21,3.79,1.75,15,09-Mar-13,17:30
458,2013,Newcastle Jets,1,2,Perth Glory,N,2.47,3.24,2.77,15,08-Mar-13,19:30
459,2013,Melbourne Victory,5,0,Newcastle Jets,N,1.67,3.86,4.7,15,03-Mar-13,17:00
460,2013,Wellington Phoenix,1,0,Melbourne City,N,2.29,3.35,2.96,15,03-Mar-13,16:30
461,2013,Perth Glory,2,1,Sydney FC,N,1.8,3.68,4.07,15,02-Mar-13,18:45
462,2013,Central Coast Mariners,0,1,Western Sydney,N,2.08,3.33,3.43,15,02-Mar-13,19:45
463,2013,Adelaide Utd,0,1,Brisbane Roar,N,2.76,3.33,2.44,15,02-Mar-13,17:00
464,2013,Wellington Phoenix,1,2,Newcastle Jets,N,2.05,3.36,3.47,15,27-Feb-13,19:00
465,2013,Melbourne City,3,1,Sydney FC,N,2.3,3.39,2.89,15,24-Feb-13,17:00
466,2013,Wellington Phoenix,2,2,Adelaide Utd,N,1.89,3.53,3.82,15,24-Feb-13,16:30
467,2013,Central Coast Mariners,6,2,Melbourne Victory,N,1.55,3.95,5.64,15,23-Feb-13,19:45
468,2013,Western Sydney,1,0,Perth Glory,N,1.48,3.99,6.62,15,23-Feb-13,17:30
469,2013,Newcastle Jets,0,0,Brisbane Roar,N,2.41,3.21,2.89,15,22-Feb-13,19:30
470,2013,Brisbane Roar,2,0,Wellington Phoenix,N,1.49,4.15,6.05,15,17-Feb-13,16:00
471,2013,Perth Glory,2,1,Central Coast Mariners,N,3.23,3.35,2.13,15,16-Feb-13,18:45
472,2013,Melbourne Victory,1,2,Western Sydney,N,2.72,3.27,2.48,15,16-Feb-13,19:45
473,2013,Sydney FC,2,1,Adelaide Utd,N,2.21,3.46,3,15,16-Feb-13,17:30
474,2013,Newcastle Jets,2,0,Melbourne City,N,1.95,3.45,3.67,15,15-Feb-13,19:30
475,2013,Sydney FC,2,1,Brisbane Roar,N,2.94,3.41,2.25,15,10-Feb-13,17:00
476,2013,Western Sydney,2,1,Newcastle Jets,N,1.58,3.89,5.32,15,09-Feb-13,19:45
477,2013,Melbourne City,2,0,Perth Glory,N,2.22,3.31,3.06,15,09-Feb-13,17:30
478,2013,Adelaide Utd,1,0,Melbourne Victory,N,2.83,3.42,2.31,15,08-Feb-13,19:00
479,2013,Central Coast Mariners,5,0,Wellington Phoenix,N,1.38,4.47,7.89,15,07-Feb-13,19:00
480,2013,Adelaide Utd,2,4,Western Sydney,N,2.89,3.24,2.39,14,03-Feb-13,16:30
481,2013,Melbourne Victory,2,1,Melbourne City,N,1.65,3.84,4.75,15,02-Feb-13,19:45
482,2013,Newcastle Jets,2,2,Sydney FC,N,1.83,3.63,3.88,15,02-Feb-13,17:30
483,2013,Wellington Phoenix,1,0,Perth Glory,N,2.07,3.3,3.42,15,02-Feb-13,17:00
484,2013,Brisbane Roar,2,2,Central Coast Mariners,N,2.5,3.22,2.74,15,01-Feb-13,19:00
485,2013,Wellington Phoenix,1,1,Newcastle Jets,N,2.03,3.38,3.45,16,27-Jan-13,16:30
486,2013,Perth Glory,0,1,Brisbane Roar,N,2.43,3.19,2.86,16,26-Jan-13,18:45
487,2013,Western Sydney,1,0,Melbourne City,N,1.55,3.84,5.93,16,26-Jan-13,19:45
488,2013,Melbourne Victory,3,1,Sydney FC,N,1.77,3.69,4.17,16,26-Jan-13,17:30
489,2013,Central Coast Mariners,3,1,Adelaide Utd,N,1.72,3.49,4.8,16,25-Jan-13,19:30
490,2013,Brisbane Roar,1,2,Western Sydney,N,2.22,3.29,3.13,16,20-Jan-13,16:00
491,2013,Perth Glory,0,1,Melbourne Victory,N,2.09,3.45,3.23,16,19-Jan-13,18:45
492,2013,Central Coast Mariners,0,0,Newcastle Jets,N,1.63,3.73,5.15,16,19-Jan-13,19:45
493,2013,Sydney FC,7,1,Wellington Phoenix,N,1.97,3.54,3.48,16,19-Jan-13,17:30
494,2013,Melbourne City,2,0,Adelaide Utd,N,2.43,3.29,2.79,16,18-Jan-13,19:30
495,2013,Sydney FC,2,1,Melbourne City,N,2.21,3.47,2.99,16,13-Jan-13,17:00
496,2013,Wellington Phoenix,0,2,Western Sydney,N,2.52,3.24,2.71,16,13-Jan-13,16:30
497,2013,Newcastle Jets,1,0,Brisbane Roar,N,3.56,3.53,1.96,16,12-Jan-13,19:45
498,2013,Melbourne Victory,1,1,Central Coast Mariners,N,3.25,3.43,2.1,16,12-Jan-13,17:30
499,2013,Adelaide Utd,3,2,Perth Glory,N,2.04,3.39,3.47,16,11-Jan-13,19:00
500,2013,Western Sydney,0,2,Central Coast Mariners,N,2.89,3.14,2.43,14,06-Jan-13,18:00
501,2013,Melbourne City,3,2,Brisbane Roar,N,3.2,3.4,2.13,14,06-Jan-13,16:00
502,2013,Perth Glory,2,2,Sydney FC,N,1.55,3.99,5.57,14,05-Jan-13,18:45
503,2013,Melbourne Victory,2,0,Wellington Phoenix,N,1.71,3.76,4.48,14,05-Jan-13,19:45
504,2013,Newcastle Jets,0,0,Adelaide Utd,N,2.55,3.35,2.62,14,05-Jan-13,17:30
505,2013,Brisbane Roar,2,1,Wellington Phoenix,N,1.54,3.89,5.83,14,01-Jan-13,19:30
506,2013,Western Sydney,2,1,Melbourne Victory,N,2.19,3.36,3.1,14,01-Jan-13,18:15
507,2013,Melbourne City,2,1,Newcastle Jets,N,2.21,3.39,3.02,14,01-Jan-13,16:00
508,2012,Adelaide Utd,3,0,Sydney FC,N,1.67,3.72,4.75,14,31-Dec-12,19:30
509,2012,Central Coast Mariners,1,0,Perth Glory,N,1.82,3.44,4.25,14,31-Dec-12,18:00
510,2012,Melbourne Victory,3,2,Newcastle Jets,N,1.89,3.62,3.79,14,28-Dec-12,19:30
511,2012,Perth Glory,1,1,Western Sydney,N,2.22,3.21,3.22,14,27-Dec-12,18:45
512,2012,Sydney FC,1,0,Central Coast Mariners,N,4.63,3.67,1.71,14,27-Dec-12,19:30
513,2012,Wellington Phoenix,3,2,Melbourne City,N,1.73,3.58,4.59,14,27-Dec-12,19:30
