number,trade_name,address,council,date_of_offence,offence_code,nature,penalty,party_served,date_served,issuer
3142261385,ASHCROFT TAKE AWAY - MINI MART,"SHOP 2 AND 3, 20-22 SINCLAIR ROAD ASHCROFT 2168",Liverpool,28-11-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",$440 ,"TSOURNAKAKIS, HARRY",08-12-16,Liverpool City Council
3142261394,ASHCROFT TAKE AWAY - MINI MART,"SHOP 2 AND 3, 20-22 SINCLAIR ROAD ASHCROFT 2168",Liverpool,28-11-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,$440 ,"TSOURNAKAKIS, HARRY",08-12-16,Liverpool City Council
3123940362,AT YOUR CONVENIENCE STORE,SHOP4/333 PACIFIC HIGHWAY NORTH SYDNEY 2060,North Sydney,20-06-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to ensure food for retail sale complies with the labelling requirements of the Food Standards Code - previous warning given,$440 ,"JAYAWARDANA, ANANDA",28-06-16,North Sydney City Council
3120776634,ATTUNGA CAMPS AND CONFERENCES,2151 TUGGALONG ROAD CANYONLEIGH 2577,Wingecarribee,04-05-16,11331 - Supply food not of nature required by purchaser - Corporation,Sale of food not of nature required by purchaser - resulting in an allergic reaction,"$1,540 ",ATTUNGA CAMPS AND CONFERENCES INC,13-07-16,NSW Food Authority
3072000672,AWESOME THAI,"SHOP 10, 19-29 MARCO AVENUE REVESBY 2212",Bankstown,12-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain easily accessible hand washing facilities on the food premises,$880 ,AWESOME THAI PTY LTD,15-04-16,Bankstown City Council
3072000681,AWESOME THAI,"SHOP 10, 19-29 MARCO AVENUE REVESBY 2212",Bankstown,12-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,$880 ,AWESOME THAI PTY LTD,15-04-16,Bankstown City Council
3108246608,BAHAR SYDNEY RESTAURANT,194 MERRYLANDS ROAD MERRYLANDS 2160,Holroyd,21-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,$880 ,BAMYAN HOUSE PTY LTD,--,Holroyd City Council
3108246617,BAHAR SYDNEY RESTAURANT,194 MERRYLANDS ROAD MERRYLANDS 2160,Holroyd,21-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to process only safe and suitable food,$880 ,BAMYAN HOUSE PTY LTD,--,Holroyd City Council
3108246626,BAHAR SYDNEY RESTAURANT,194 MERRYLANDS ROAD MERRYLANDS 2160,Holroyd,21-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - single use towels,$880 ,BAMYAN HOUSE PTY LTD,--,Holroyd City Council
3108246635,BAHAR SYDNEY RESTAURANT,194 MERRYLANDS ROAD MERRYLANDS 2160,Holroyd,21-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,$880 ,BAMYAN HOUSE PTY LTD,--,Holroyd City Council
3108246680,BAHAR SYDNEY RESTAURANT,194 MERRYLANDS ROAD MERRYLANDS 2160,Holroyd,26-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,$880 ,BAMYAN HOUSE PTY LTD,02-05-16,Holroyd City Council
3108246690,BAHAR SYDNEY RESTAURANT,194 MERRYLANDS ROAD MERRYLANDS 2160,Holroyd,26-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to process only safe and suitable food,$880 ,BAMYAN HOUSE PTY LTD,02-05-16,Holroyd City Council
3108246709,BAHAR SYDNEY RESTAURANT,194 MERRYLANDS ROAD MERRYLANDS 2160,Holroyd,26-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - single use towels,$880 ,BAMYAN HOUSE PTY LTD,02-05-16,Holroyd City Council
3108246718,BAHAR SYDNEY RESTAURANT,194 MERRYLANDS ROAD MERRYLANDS 2160,Holroyd,26-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - no food grade sanitiser found on premises,$880 ,BAMYAN HOUSE PTY LTD,02-05-16,Holroyd City Council
3108246727,BAHAR SYDNEY RESTAURANT,194 MERRYLANDS ROAD MERRYLANDS 2160,Holroyd,26-04-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to have a temperature measuring device at the premises where potentially hazardous food is handled - thermometer not working, previous warning given",$880 ,BAMYAN HOUSE PTY LTD,02-05-16,Holroyd City Council
7250541201,BAKERMAN,"SHOP 2, 65 ERSKINVILLE ROAD ERSKINEVILLE 2043",Sydney,29-06-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warning given,$880 ,ACN 604 064 093 PTY LTD,11-08-16,City of Sydney Council
7250541210,BAKERMAN,"SHOP 2, 65 ERSKINEVILLE ROAD ERSKINEVILLE 2043",Sydney,29-06-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warning given",$880 ,ACN 604 064 093 PTY LTD,11-08-16,City of Sydney Council
7250541220,BAKERMAN,"SHOP 2, 65 ERSKINEVILLE ERSKINEVILLE 2043",Sydney,29-06-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - single use towels,$880 ,ACN 604 064 093 PTY LTD,11-08-16,City of Sydney Council
3120571823,BAKERS CHOICE,"SHOP 84-85, 60 HAROLD STREET MACQUARIE FIELDS 2564",Campbelltown,13-01-17,11339 - Fail to comply with Food Standards Code - Corporation,Sale of food past its use-by date,$880 ,CH HOLDINGS PTY LTD,18-01-17,Campbelltown City Council
3107745502,BAKER'S CHOICE - MT ANNAN,"SHOP 3, 11-13 MAIN STREET MOUNT ANNAN 2166",Camden,05-09-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,$880 ,C H HOLDINGS PTY LTD,15-09-16,Camden Council
3043060204,BAKERS DELIGHT,16 LIMESTONE DRIVE JERRABOMBERRA 2619,Queanbeyan,26-04-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",$880 ,M GUNNER PTY LTD,28-04-16,Queanbeyan City Council
3123940380,BAKERS DELIGHT,SHOP 16/116 MILITARY ROAD NEUTRAL BAY 2089,North Sydney,04-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warnings given,$880 ,SHARAD SATYAM HOLDINGS PTY LTD,05-07-16,North Sydney City Council
3043060177,BAKERS DELIGHT,139 MONARO STREET QUEANBEYAN 2620,Queanbeyan,28-01-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,$880 ,M GUNNER PTY LTD,08-02-16,Queanbeyan City Council
3082082933,BAKERS OVEN,"SHOP 8, 19A EVANS AVENUE EASTLAKES 2018",Bayside,15-12-16,11322 - Sell food that is unsuitable - Individual,Sale of food that is unsuitable - moldy cake,$660 ,"HOANG, MINH",--,Botany Bay City Council
3082082942,BAKERS OVEN,"SHOP 8, 19A EVANS AVENUE EASTLAKES 2018",Bayside,15-12-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,$440 ,"HOANG, MINH",--,Botany Bay City Council
3082082951,BAKERS OVEN,"SHOP 8, 19A EVANS AVENUE EASTLAKES 2018",Bayside,15-12-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness,$440 ,"HOANG, MINH",--,Botany Bay City Council
7250541798,BAKERS OVEN,121 GEORGE STREET THE ROCKS 2000,Sydney,17-08-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to take all practicable measures to eradicate and prevent the harbourage of pests - presence of pests, previous warning given",$440 ,"KRIKETOS, BILL",01-09-16,City of Sydney Council
7250541807,BAKERS OVEN,121 GEORGE STREET THE ROCKS 2000,Sydney,22-08-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,$440 ,"KRIKETOS, BILL",01-09-16,City of Sydney Council
3120776589,BAKING COMPANY OCEANIA PTY LTD,"UNIT 30 AND 32, 25-33 ALFRED STREET CHIPPING NORTON 2170",Liverpool,19-08-15,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",$880 ,BAKING COMPANY OCEANIA PTY LTD,20-04-16,NSW Food Authority
3049388522,BAMBOO VILLAGE BBQ,368 FOREST ROAD HURSTVILLE 2220,Hurstville,21-03-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warning given,$880 ,W J INTERNATIONAL PTY LTD,22-03-16,Hurstville City Council
3143200610,BANANA BLOSSOM,4/17 BUNGAN STREET MONA VALE 2103,Northern Beaches,30-11-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store potentially hazardous food under temperature control - previous warning given,$880 ,ASWIN PATH PTY LTD,22-12-16,Northern Beaches Council
3081976765,BANGKOK NAWAMIN,UNIT 2 / 6 OLD LEUMEAH ROAD LEUMEAH 2560,Campbelltown,11-02-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain the food premises and all  fixture, fittings and equipment to the required standard of cleanliness",$440 ,"NAMTHONG, THAWEESAK",18-02-16,Campbelltown City Council
3081976774,BANGKOK NAWAMIN,UNIT 2 / 6 OLD LEUMEAH ROAD LEUMEAH 2560,Campbelltown,11-02-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain at or near each hand washing facility a supply of - soap, single use towels",$440 ,"NAMTHONG, THAWEESAK",18-02-16,Campbelltown City Council
3081976783,BANGKOK NAWAMIN,UNIT 2 / 6 OLD LUEMEAH ROAD LEUMEAH 2560,Campbelltown,11-02-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to store potentially hazardous food under temperature control,$440 ,"NAMTHONG, THAWEESAK",18-02-16,Campbelltown City Council
3136245521,BANGKOK SNAP,100B BRIENS ROAD NORTHMEAD 2152,Parramatta,17-05-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain the food premises and all fixtures, fittings and equipment to the required standard of cleanliness - previous warning given",$880 ,BANGKOK SNAP PTY LTD,02-06-16,Parramatta City Council
3131299977,BANGKOK THAI RESTAURANT,1 PIPER STREET NORTH TAMWORTH 2340,Tamworth,23-02-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,$880 ,BANGKOK THAI RESTAURANT NSW PTY LTD,03-03-16,Tamworth Regional Council
3081976710,BANGLADESH BAZAR,UNIT 2 8 MINTO ROAD MINTO 2566,Campbelltown,22-01-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to ensure food for retail sale complies with the labelling requirements of the Food Standards Code - previous warnings given,$440 ,"AHMED, MIAH GOLAH",27-01-16,Campbelltown City Council
3120776185,BANH PHO FOOD PROCESSORS,41 WHITAKER STREET YENNORA 2161,Fairfield,11-02-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use - previous warnings given",$440 ,"DANG, VIBINH",--,NSW Food Authority
3120776194,BANH PHO FOOD PROCESSORS,41 WHITAKER STREET YENNORA 2161,Fairfield,11-02-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to store potentially hazardous food under temperature control - previous warnings given,$440 ,"DANG, VI BINH",--,NSW Food Authority
3120776167,BANH PHO VIEN FOOD PROCESSORS,41 WHITAKER STREET YENNORA 2161,Fairfield,11-02-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,$440 ,"DANG, VI BINH",21-04-16,NSW Food Authority
3120776176,BANH PHO VIEN FOOD PROCESSORS,41 WHITAKER STREET YENNORA 2161,Fairfield,11-02-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warning given",$440 ,"DANG, VI BINH",21-04-16,NSW Food Authority
3072008437,BANKSTOWN BRASSERIE,307-311 CHAPEL ROAD SOUTH BANKSTOWN 2200,Bankstown,15-02-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warning given,$880 ,BANKSTOWN BRASSERIE PTY LTD,26-02-16,Bankstown City Council
3120776515,BANKSTOWN LEBANESE BAKERY,287 CHAPEL ROAD BANKSTOWN 2200,Bankstown,18-02-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",$880 ,BANKSTOWN LEBANESE BAKERY PTY LTD,14-04-16,NSW Food Authority
3120776524,BANKSTOWN LEBANESE BAKERY,287 CHAPEL ROAD BANKSTOWN 2200,Bankstown,18-02-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",$880 ,BANKSTOWN LEBANESE BAKERY PTY LTD,14-04-16,NSW Food Authority
3050556493,BARISTA 2 GO (FOOD STALL),BULLOCKS FLAT CAR PARK KOSCIUSZKO NATIONAL PARK 2627,Kosciuszko,03-12-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain easily accessible hand washing facilities on the food premises,$440 ,"KULCSAR, KRISZTIAN",14-12-16,Office of Environment and Heritage (NPWS)
3134928006,BARRIER SOCIAL DEMOCRATIC CLUB,220 ARGENT STREET Broken Hill 2880,Broken Hill,16-09-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to, when processing food, take all necessary steps to prevent the likelihood of food being contaminated",$880 ,BARRIER SOCIAL DEMOCRATIC CLUB LTD,28-09-16,Broken Hill City Council
3145379041,BARWARCHI INDIAN RESTAURANT,53 MARION STREET HARRIS PARK 2150,City of Parramatta,10-08-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to process only safe and suitable food,$880 ,SHREE UMIYA PTY LTD,11-08-16,City of Parramatta
3108165226,BASIL AND LIME,49 NORTH PARADE MOUNT DRUITT 2770,Blacktown,09-11-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,$440 ,"UTHAYANRUT, KANOKWAN",14-11-16,Blacktown City Council
3108165235,BASIL AND LIME,49 NORTH PARADE MOUNT DRUITT 2770,Blacktown,09-11-16,11322 - Sell food that is unsuitable - Individual,Sale of food that is unsuitable,$660 ,"UTHAYANRUT, KANOKWAN",14-11-16,Blacktown City Council
3136238142,BASUN HOT POT RESTAURANT,G25/372 PENNANT HILLS ROAD CARLINGFORD 2118,Parramatta,20-04-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",$880 ,BASUN HOT POT RESTAURANT PTY LTD,04-05-16,Parramatta City Council
3136238151,BASUN HOT POT RESTAURANT,G25/372 PENNANT HILLS ROAD CARLINGFORD 2118,Parramatta,20-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - presence of pests,$880 ,BASUN HOT POT RESTAURANT PTY LTD,04-05-16,Parramatta City Council
3136238160,BASUN HOT POT RESTAURANT,G25/372 PENNANT HILLS ROAD CARLINGFORD 2118,Parramatta,20-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,$880 ,BASUN HOT POT RESTAURANT PTY LTD,04-05-16,Parramatta City Council
3136238133,BASUN HOT POT RESTAURANT,G25/372 PENNANT HILLS ROAD CARLINGFORD 2118,Parramatta,20-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,$880 ,BASUN HOT POT RESTAURANT PTY LTD,04-05-16,Parramatta City Council
3145379170,BAWARCHI INDIAN RESTAURANT,53 MARION STREET HARRIS PARK 2150,Parramatta,27-09-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to, when processing food, take all necessary steps to prevent the likelihood of food being contaminated - previous warning given",$880 ,SHREE UMIYA PTY LTD,30-09-16,City of Parramatta
3108246781,BAWARCHI THE INDIAN CHEF,42 RAILWAY PARDE GRANVILLE 2142,Cumberland,30-05-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to have a temperature measuring device at the premises where potentially hazardous food is handled - previous warning given,$880 ,YA ZEHRA PTY LTD,--,Holroyd City Council
